"COUNTRY","INDICATOR","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Australia","Gross debt, General government, Percent of GDP","Annual","1997","25.907","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","1998","23.698","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","1999","22.544","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2000","19.495","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2001","17.106","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2002","15.01","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2003","13.186","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2004","11.907","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2005","10.858","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2006","9.938","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2007","9.665","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2008","11.742","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2009","16.622","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2010","20.35","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2011","24.04","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2012","27.521","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2013","30.466","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2014","34.036","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2015","37.726","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2016","40.621","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2017","41.195","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2018","41.758","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2019","46.72","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2020","57.092","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2021","55.537","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2022","50.222","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2023","48.973","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2024","49.828","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2025","50.937","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2026","50.533","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2027","49.792","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2028","49.288","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2029","49.037","Units"
"Australia","Gross debt, General government, Percent of GDP","Annual","2030","49.022","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","1988","57.681","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","1989","56.642","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","1990","56.239","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","1991","56.443","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","1992","56.336","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","1993","60.962","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","1994","64.071","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","1995","68.238","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","1996","68.18","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","1997","63.373","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","1998","69.197","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","1999","61.34","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2000","66.109","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2001","67.238","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2002","67.44","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2003","66.412","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2004","65.912","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2005","69.428","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2006","68.176","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2007","65.813","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2008","69.528","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2009","80.752","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2010","83.654","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2011","83.356","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2012","82.935","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2013","82.431","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2014","85.21","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2015","85.615","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2016","83.419","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2017","79.057","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2018","74.586","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2019","71.006","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2020","83.183","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2021","82.395","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2022","78.344","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2023","78.404","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2024","81.206","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2025","82.882","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2026","84.183","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2027","84.092","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2028","84.381","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2029","84.926","Units"
"Austria","Gross debt, General government, Percent of GDP","Annual","2030","85.621","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2001","53.331","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2002","55.723","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2003","58.803","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2004","66.277","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2005","65.608","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2006","64.343","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2007","64.739","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2008","73.59","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2009","86.787","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2010","95.347","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2011","99.681","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2012","103.244","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2013","104.522","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2014","104.429","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2015","104.854","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2016","106.78","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2017","105.728","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2018","107.041","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2019","108.197","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2020","132.032","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2021","124.716","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2022","118.806","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2023","118.998","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2024","120.786","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2025","122.464","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2026","123.692","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2027","124.925","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2028","125.906","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2029","127.012","Units"
"United States","Gross debt, General government, Percent of GDP","Annual","2030","128.154","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","1991","39.485","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","1992","41.863","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","1993","45.512","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","1994","47.875","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","1995","55.288","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","1996","58.11","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","1997","59.207","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","1998","59.809","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","1999","60.349","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2000","59.239","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2001","58.062","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2002","59.823","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2003","63.344","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2004","64.965","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2005","67.12","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2006","66.397","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2007","63.687","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2008","65.16","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2009","72.336","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2010","81.009","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2011","78.458","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2012","79.804","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2013","77.435","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2014","74.52","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2015","71.216","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2016","68.282","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2017","64.026","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2018","60.809","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2019","58.701","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2020","68.035","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2021","68.077","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2022","64.997","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2023","62.878","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2024","63.888","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2025","65.381","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2026","66.976","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2027","68.529","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2028","70.384","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2029","72.494","Units"
"Germany","Gross debt, General government, Percent of GDP","Annual","2030","74.85","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1982","28.948","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1983","30.751","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1984","32.425","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1985","32.017","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1986","29.866","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1987","27.326","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1988","30.588","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1989","35.286","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1990","35.49","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1991","37.608","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1992","45.401","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1993","52.294","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1994","54.808","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1995","58.07","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1996","55.575","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1997","52.048","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1998","43.953","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","1999","76.593","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2000","75.796","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2001","83.383","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2002","82.16","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2003","85.068","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2004","80.861","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2005","68.931","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2006","70.651","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2007","68.404","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2008","110.357","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2009","128.773","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2010","133.141","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2011","138.176","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2012","133.925","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2013","121.96","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2014","115.299","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2015","97.323","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2016","82.471","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2017","71.742","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2018","63.247","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2019","66.528","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2020","77.512","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2021","74.915","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2022","67.534","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2023","61.991","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2024","59.077","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2025","52.854","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2026","49.799","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2027","47.289","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2028","44.954","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2029","42.702","Units"
"Iceland","Gross debt, General government, Percent of GDP","Annual","2030","40.486","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","1988","95.722","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","1989","98.4","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","1990","101.71","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","1991","105.309","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","1992","112.967","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","1993","124.107","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","1994","130.831","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","1995","119.088","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","1996","118.896","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","1997","116.491","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","1998","113.887","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","1999","113.059","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2000","108.743","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2001","108.513","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2002","105.947","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2003","105.141","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2004","104.742","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2005","106.176","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2006","106.253","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2007","103.454","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2008","105.788","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2009","116.121","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2010","118.737","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2011","119.106","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2012","125.87","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2013","131.816","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2014","134.755","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2015","134.746","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2016","134.195","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2017","133.689","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2018","134.138","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2019","133.823","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2020","154.288","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2021","145.735","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2022","138.279","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2023","134.579","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2024","135.286","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2025","137.28","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2026","138.48","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2027","138.599","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2028","138.175","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2029","137.738","Units"
"Italy","Gross debt, General government, Percent of GDP","Annual","2030","137.695","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","1995","78.522","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","1996","69.833","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","1997","61.578","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","1998","51.414","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","1999","46.57","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2000","36.412","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2001","33.578","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2002","30.89","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2003","29.832","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2004","28.103","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2005","26.06","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2006","23.653","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2007","23.948","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2008","42.514","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2009","61.765","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2010","86.135","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2011","109.428","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2012","118.73","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2013","117.494","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2014","101.276","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2015","73.962","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2016","72.64","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2017","65.234","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2018","61.472","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2019","55.924","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2020","57.007","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2021","52.564","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2022","43.149","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2023","43.283","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2024","41.113","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2025","36.681","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2026","34.346","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2027","32.763","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2028","30.996","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2029","29.346","Units"
"Ireland","Gross debt, General government, Percent of GDP","Annual","2030","27.958","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","1998","9.815","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","1999","14.834","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2000","15.094","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2001","17.825","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2002","15.383","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2003","15.424","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2004","15.322","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2005","12.507","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2006","10.657","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2007","8.997","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2008","19.319","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2009","37.641","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2010","48.182","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2011","46.808","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2012","44.371","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2013","41.774","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2014","43.079","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2015","38.279","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2016","41.734","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2017","40.33","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2018","38.304","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2019","37.911","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2020","44.037","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2021","45.874","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2022","44.429","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2023","44.647","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2024","47.363","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2025","48.322","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2026","48.31","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2027","48.52","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2028","48.643","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2029","48.516","Units"
"Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","2030","48.442","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","1998","21.695","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","1999","28.002","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2000","23.485","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2001","22.882","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2002","22.127","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2003","20.368","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2004","18.615","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2005","17.643","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2006","17.298","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2007","15.889","Units"
"Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","2008","14.589","Units"
