STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,CURRENCY,Currency,BASE_PER,Base period,METHODOLOGY,Methodology,DECIMALS,Decimals,PRICE_BASE,Price base,ADJUSTMENT,Adjustment
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2018,,1.98112341948439,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2005,,3.54439016239173,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2004,,4.82017863681755,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2003,,4.11529776602021,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2002,,4.87659121284403,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2001,,6.31469518857373,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2017,,0.980362489382363,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2016,,0.427108516879476,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2015,,0.573947689214691,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2014,,1.57547116534379,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2013,,2.1118045057111,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2012,,2.78184081858158,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2011,,3.70712249915168,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2010,,3.88542402058952,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2009,,4.83780516433483,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2008,,4.63377664001609,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2007,,4.30221465533987,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2006,,3.79823231344672,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2026,,4.1,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2025,,4.16099128480425,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2024,,3.9799141887827,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2023,,4.43843208064349,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2022,,4.33353365919599,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,CZE,Czechia,IRL,Long-term interest rate on government bonds,A,Annual,2021,,1.90346827000432,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2014,,3.66383333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2013,,3.72304166666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1973,,6.93333333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1972,,5.83166666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1971,,6.71333333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1970,,6.64666666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1969,,5.83833333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1985,,13.9541666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1984,,13.525,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1983,,13.8875,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1982,,15.375,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1981,,13.9583333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1980,,11.6475,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1979,,9.74916666666668,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1978,,9.06,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1977,,10.2266666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1976,,10.0308333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1975,,9.74166666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1974,,9.03666666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2012,,3.37916666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2011,,4.87958333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2010,,5.36604166666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2009,,5.03951184208333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2008,,5.81794393966667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2007,,5.99452083733334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2006,,5.58787224425,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2005,,5.33997311391667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2004,,5.5907745075,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2003,,5.36677549766667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2002,,5.84395771116667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2001,,5.61526432833334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2000,,6.31456933441667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1999,,6.009311943,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1998,,5.49297052833333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1997,,6.95491854391667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1996,,8.2092070575,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1995,,9.21089527683332,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1994,,9.04166666666666,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1993,,7.28083333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1992,,9.21999999999999,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1991,,10.6908333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1990,,13.18,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1989,,13.4083333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1988,,12.1041666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1987,,13.1916666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,1986,,13.4166666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2026,,3.69741666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2025,,4.16041666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2024,,4.20975,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2023,,3.94216666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2022,,3.1965,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2021,,1.47975,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2020,,0.920166666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2019,,1.49708333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.3),Economic Outlook 117,I,AUS,Australia,IRL,Long-term interest rate on government bonds,A,Annual,2018,,2.68166666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
